,Make,Seller,YearOfProd,Mileage (km),Color,Fuel,FuelCinCity,Gearbox,EngineVol (cm3),Horsepower,Post-accident,Seats,Doors,Price
1669,Toyota,Private person,2019,34700,Silver,Petrol,,Manual,1598,132,0.0,5,4,20293.45
1670,BMW,Company,2016,164069,Black,Diesel,,Automatic,1995,231,0.0,5,5,30451.47
1671,Ford,Company,2021,7642,Black,Petrol,,Manual,1499,150,0.0,5,5,29232.51
1672,Mercedes-Benz,Company,2017,90907,Black,Petrol,,Automatic,2996,367,0.0,5,5,45124.15
1673,Audi,Private person,2018,101250,White,Petrol,8,,1984,,,5,5,30451.47
1674,Suzuki,Company,2022,5,Black,Hybrid,5,Manual,1373,129,0.0,5,5,28530.47
1675,Volkswagen,Private person,2012,169527,Gray,Petrol,9,,1798,,,5,4,9162.53
1676,BMW,Private person,2010,229107,White,Diesel,6,,1995,,,5,5,8465.01
1677,Ford,Private person,2016,171000,Blue,Petrol,"9,60",Manual,1498,150,0.0,7,5,12392.78
1678,Suzuki,Company,2022,6,Red,Hybrid,5,Manual,1373,129,0.0,5,5,21307.0
1679,Volkswagen,Private person,2012,339000,Black,Diesel,6,,1968,140,,5,5,13431.15
1680,Toyota,Private person,2012,120000,Silver,,,,1497,,,,5,9006.77
1681,Audi,Private person,2017,219200,White,Diesel,"5,10",,1968,190,0.0,5,5,21896.16
1682,Ford,Company,2022,5000,White,Diesel,,Automatic,1997,190,0.0,5,5,40846.5
1683,Ford,Private person,2011,191800,Blue,Diesel,5,Manual,1560,95,0.0,5,5,5259.59
1684,Jeep,Private person,2015,131921,Yellow,Petrol,,,1368,170,,5,5,12731.38
1685,Subaru,Private person,2017,149600,White,Petrol,,Automatic,1995,150,0.0,5,5,17358.92
1686,Audi,Private person,2012,257000,Black,Diesel,"5,50",Manual,1968,140,0.0,5,5,8961.63
1687,BMW,Private person,2013,232000,Gray,Diesel,,Automatic,1995,184,,5,5,15778.78
1688,Suzuki,Private person,2009,170000,Black,Petrol,8,Manual,1586,107,0.0,5,5,5846.5
1689,Opel,Private person,2005,107300,Black,,,,1598,,,5,5,2686.23
1690,Hyundai,Company,2021,10186,Gray,Hybrid,,Automatic,1580,141,0.0,5,5,27916.48
1691,Mitsubishi,Private person,2007,190000,Silver,Petrol,"6,30",Manual,1332,95,0.0,5,5,2550.79
1692,Opel,Private person,2019,81000,Silver,Diesel,7,Automatic,1598,136,0.0,5,5,16500.0
1693,BMW,Private person,2006,261000,Else,Diesel,"5,60",,1995,,,5,5,5169.3
1694,Opel,Private person,2011,185000,Else,Diesel,"9,20",,1956,160,,5,5,6320.32
1695,Audi,Private person,2015,130900,Black,,"8,50",,1984,,,,5,18510.16
1696,Hyundai,Company,2021,10186,Gray,Hybrid,,Automatic,1580,141,0.0,5,5,27916.48
1697,Mitsubishi,Private person,2007,190000,Silver,Petrol,"6,30",Manual,1332,95,0.0,5,5,2550.79
1698,Opel,Private person,2019,81000,Silver,Diesel,7,Automatic,1598,136,0.0,5,5,16500.0
1699,BMW,Private person,2006,261000,Else,Diesel,"5,60",,1995,,,5,5,5169.3
1700,Audi,Company,2021,11000,White,Petrol,,Automatic,1498,150,0.0,5,5,36094.81
1701,Opel,Private person,2011,185000,Else,Diesel,"9,20",,1956,160,,5,5,6320.32
1702,Audi,Private person,2015,130900,Black,,"8,50",,1984,,,,5,18510.16
1703,Hyundai,Company,2019,61000,White,Petrol,,Automatic,1591,177,0.0,5,5,30000.0
1704,Audi,Company,2018,69000,White,Petrol,,Automatic,1498,150,0.0,5,5,21422.12
1705,Nissan,Private person,2017,51000,White,Petrol+LPG,,,1198,,,5,5,6907.45
1706,Opel,Company,2019,145000,White,Diesel,,Manual,1598,136,0.0,5,5,11264.11
1707,Fiat,Private person,2009,180000,White,Petrol,"6,70",,1242,,0.0,,3,2708.58
1708,Dacia,Private person,2011,338579,Gray,Diesel,5,Manual,1461,90,0.0,5,5,3273.14
1709,Mercedes-Benz,Company,2021,33200,Blue,Diesel,,Automatic,1950,150,0.0,5,5,41512.42
1710,Volvo,Private person,2018,83107,Else,Diesel,,Automatic,1969,190,0.0,5,5,38148.98
1711,Hyundai,Private person,2010,156000,Silver,Petrol,7,Manual,1396,109,0.0,5,5,4514.45
1712,Mercedes-Benz,Company,2019,69000,Black,Diesel,"6,10",Automatic,1950,194,0.0,5,4,38352.14
1713,Mercedes-Benz,Private person,2008,164290,Black,Diesel,,,1991,,,5,5,4221.22
1714,Nissan,Private person,2012,256300,Silver,Diesel,,,1598,,,7,5,7200.9
1715,Toyota,Company,2007,185888,Else,Petrol,9,Manual,1598,124,0.0,5,5,4943.57
1716,Mercedes-Benz,Company,2020,45600,White,Hybrid,,Automatic,1332,160,,5,5,33837.47
1717,BMW,Private person,2018,111161,Gray,Diesel,,Automatic,1995,190,0.0,5,4,34966.14
1718,Volvo,Company,2015,173500,Black,Diesel,5,Automatic,1969,190,0.0,5,5,18036.12
1719,Mercedes-Benz,Company,2020,58000,Silver,Diesel,,Automatic,1950,163,0.0,5,5,50767.49
1720,Renault,Private person,2011,131000,Brown,Petrol,,,1400,130,,7,5,5191.65
1721,Mercedes-Benz,Company,2017,142300,Blue,Petrol,,Automatic,2996,367,0.0,5,5,40609.48
1722,Mercedes-Benz,Private person,2018,17800,Black,Diesel,,Automatic,2925,340,0.0,5,4,109480.81
1723,Jaguar,Company,2022,6000,Blue,Petrol,,Automatic,1997,200,0.0,5,5,57765.24
1724,Kia,Company,2022,10,Gray,Petrol,,Manual,1482,160,0.0,5,5,23905.19
1725,Opel,Private person,2017,198777,Black,Diesel,4,,1598,,0.0,5,5,8961.63
1726,Toyota,Company,2020,51312,White,Hybrid,,Automatic,1798,122,,5,4,23905.19
1727,Toyota,Company,2020,13234,Blue,Petrol,,Manual,1496,125,,5,5,18036.12
1728,Toyota,Company,2016,133015,Silver,Petrol,,Manual,,,,5,5,10361.17
1729,Kia,Company,2022,10,Black,Hybrid,,Automatic,1598,230,0.0,5,5,46139.95
1730,Audi,Private person,2014,129700,White,Diesel,5,Automatic,1968,190,0.0,5,4,18623.02
1731,Seat,Private person,2014,143000,White,Petrol,6,,1395,140,0.0,5,5,10135.44
1732,Mercedes-Benz,Private person,2016,139700,Silver,Diesel,"5,70",Automatic,1950,194,,5,4,27737.47
1733,Ford,Company,2012,191000,Black,Diesel,6,Manual,1997,140,0.0,5,5,7358.92
1734,Toyota,Private person,2015,199700,Blue,Diesel,"5,70",Manual,1998,143,0.0,5,5,10609.48
1735,Nissan,Company,2012,92000,Else,Electric,,Automatic,,110,0.0,5,5,11941.31
1736,Seat,Private person,2016,218444,Gray,Diesel,5,Manual,1968,150,0.0,5,5,11264.11
1737,Citroën,Company,2010,167000,Else,Petrol,,Manual,1598,120,0.0,5,3,4943.57
1738,BMW,Company,2010,179000,Else,Petrol,7,Manual,1995,122,0.0,5,5,5846.5
1739,Mercedes-Benz,Private person,2016,145000,Black,Petrol,"12,70",Automatic,4663,455,0.0,5,4,59695.26
1740,Citroën,Private person,2017,50340,White,Petrol,"8,30",,1598,120,0.0,5,5,11941.31
1741,Audi,Private person,2018,81500,White,Diesel,"5,80",Automatic,1968,190,0.0,5,5,33521.44
1742,Audi,Private person,2018,86100,Black,Diesel,6,Automatic,1968,190,,5,4,30474.04
1743,Opel,Company,2008,168000,Else,Diesel,,Manual,1248,75,0.0,5,5,3363.43
1744,Seat,Company,2015,147000,Else,Petrol,,Manual,999,60,0.0,4,5,5846.5
1745,Renault,Company,2011,187000,Else,Diesel,,Manual,1461,90,0.0,5,5,5846.5
1746,Renault,Private person,2018,28000,Blue,Diesel,5,,1598,160,,7,5,26749.44
1747,Honda,Private person,2014,72800,White,Petrol,9,Manual,1997,155,0.0,5,5,17945.82
1748,BMW,Company,2007,211000,Else,Petrol,10,Automatic,2497,177,,5,5,6749.44
1749,Brilliance,Company,2010,88000,Else,Petrol,"10,50",Manual,1584,100,0.0,5,4,3363.43
1750,Skoda,Private person,2018,85000,Blue,,6,,1498,,,5,5,18510.16
1751,Ford,Company,2007,195000,Else,Diesel,,Manual,1560,109,0.0,5,5,3363.43
1752,Skoda,Company,2017,167000,Else,Diesel,,Automatic,1598,115,0.0,5,5,13521.44
1753,BMW,Private person,2020,66500,Black,Diesel,,Automatic,2993,340,0.0,,,92325.06
1754,Mercedes-Benz,Private person,2014,169082,White,Diesel,8,,2987,,,5,5,33792.33
1755,BMW,Private person,2016,65000,White,Petrol,"9,30",,1997,245,,5,5,20270.88
1756,Toyota,Private person,2020,61000,Brown,Hybrid,,Automatic,2487,218,0.0,5,4,34988.71
1757,BMW,Company,2011,247282,Silver,Diesel,,Manual,1995,184,0.0,5,5,12618.51
1758,Suzuki,Company,2006,173646,Blue,Petrol,,Manual,1586,107,0.0,5,5,4040.63
1759,Mazda,Company,2013,199042,White,Diesel,,Automatic,2191,150,0.0,5,5,11264.11
1760,Mazda,Company,2014,191952,Blue,Diesel,,Automatic,2191,175,0.0,5,5,11941.31
1761,Volkswagen,Company,2005,79167,Silver,Petrol,,Manual,1595,102,0.0,5,5,4040.63
1762,Honda,Company,2003,185149,Blue,Petrol,,Manual,1998,155,0.0,5,5,3589.16
1763,Opel,Company,2008,217093,Silver,Diesel,,Manual,1248,75,0.0,5,5,2911.96
1764,Skoda,Company,2014,99980,White,Petrol,,Manual,1197,105,0.0,5,5,6975.17
1765,Fiat,Company,2017,219160,Else,Diesel,,Manual,1598,120,0.0,5,5,7878.1
1766,Opel,Company,2017,177302,Blue,Petrol,,Manual,1364,140,0.0,5,5,12618.51
1767,Opel,Company,2010,195871,Brown,Diesel,"6,50",Manual,1956,160,0.0,5,5,5620.77
1768,Opel,Company,2014,174351,White,Petrol,,Manual,1364,100,0.0,5,3,6749.44
1769,Audi,Private person,2008,163000,White,,10,,1984,,,5,2,6501.13
1770,Hyundai,Private person,2010,151200,Black,Petrol,9,,1975,141,,5,5,6297.97
1771,Nissan,Company,2015,192748,Black,Diesel,,Manual,1598,130,0.0,5,5,12618.51
1772,Chevrolet,Company,2013,161558,Silver,Diesel,,Manual,2231,163,0.0,7,5,9006.77
1773,Opel,Company,2011,228592,Else,Petrol,,Manual,1364,120,0.0,5,5,4943.57
1774,Infiniti,Private person,2015,48000,Black,Petrol,16,,3696,320,,5,5,21444.7
1775,AlfaRomeo,Company,2022,4,Gray,Petrol,,,1995,280,0.0,5,4,45981.94
1776,Toyota,Private person,2016,108123,Gray,Hybrid,4,Automatic,1798,99,,5,5,15327.31
1777,Audi,Private person,2012,249000,Brown,Petrol,10,,2995,310,,5,4,15575.62
1778,Mercedes-Benz,Private person,2017,116000,Black,Petrol,11,,2996,333,,4,2,52753.95
1779,Mercedes-Benz,Private person,2010,200000,Else,Petrol,"10,30",,1796,,,5,5,8781.04
1780,Toyota,Private person,2007,204950,Silver,Diesel,"6,70",,1998,126,,5,4,3724.6
1781,Volkswagen,Company,2018,148989,Silver,Diesel,,Manual,1968,150,0.0,5,,16704.29
1782,Ford,Private person,2013,69590,Gray,Petrol,5,,998,80,,5,5,6072.23
1783,Opel,Private person,2019,155650,Red,Diesel,,Manual,1598,136,0.0,5,5,11264.11
1784,Nissan,Private person,2007,202100,Silver,Diesel,8,Manual,1995,150,0.0,5,5,6659.14
1785,Nissan,Private person,2010,206500,Black,Petrol,,Manual,1997,141,0.0,5,5,8801.35
1786,Mercedes-Benz,Company,2015,181000,Black,Diesel,,Automatic,2987,251,0.0,5,,25959.37
1787,Volkswagen,Private person,2016,219000,Else,Diesel,"6,10",Automatic,1968,190,0.0,5,5,20313.77
1788,Audi,Company,2007,202500,Black,Petrol,11,,1984,200,,5,5,5643.12
1789,Polonez,Company,1997,96700,Else,Petrol,,,1600,76,,5,5,2257.11
1790,MINI,Private person,2019,98660,Else,,,,1998,,,5,5,20880.36
1791,Ford,Private person,2012,330000,Else,Diesel,"7,20",Automatic,1997,163,0.0,5,5,6749.44
1792,MINI,Private person,2019,98660,Else,,,,1998,,,5,5,20880.36
1793,Ford,Private person,2012,330000,Else,Diesel,"7,20",Automatic,1997,163,0.0,5,5,6749.44
1794,Renault,Company,2014,108100,Black,Petrol,6,Automatic,1197,120,,5,5,12844.24
1795,BMW,Private person,2015,123000,White,Diesel,"7,90",Automatic,2993,313,0.0,5,5,40609.48
1796,Volvo,Company,2017,268754,Blue,Diesel,5,Automatic,1969,150,,5,5,13295.71
1797,Peugeot,Company,2018,116989,Silver,Diesel,,Manual,1560,100,0.0,3,5,12618.51
1798,Volkswagen,Company,2015,232560,White,Diesel,"3,90",Manual,1598,110,0.0,5,5,8803.39
1799,Volvo,Private person,2018,129000,Black,Diesel,,Automatic,1969,190,0.0,5,5,29322.8
1800,Lexus,Private person,2005,240000,Silver,Petrol+LPG,16,Automatic,4293,281,0.0,5,4,8329.57
1801,Seat,Private person,2016,114119,Gray,Petrol,"8,60",Automatic,1984,290,,5,5,17945.82
1802,BMW,Private person,2001,400000,Green,Petrol,15,,3600,,,5,4,3724.6
1803,Skoda,Private person,2017,250000,White,Diesel,4,Manual,1422,90,0.0,5,5,7223.48
1804,Mercedes-Benz,Private person,2017,49695,Black,Diesel,,Automatic,2143,170,0.0,5,,27065.46
1805,Seat,Private person,2014,185500,Red,Diesel,"4,60",Manual,1598,105,,5,5,9027.09
1806,Ford,Private person,2013,46000,White,Petrol,"7,30",,1242,60,,5,3,5530.47
1807,BMW,Private person,2016,101000,Gray,Petrol,9,Automatic,2998,326,0.0,5,4,33408.58
1808,Mercedes-Benz,Private person,2004,362000,Else,,,,2148,,,,5,5553.05
1809,Mazda,Private person,2019,27015,White,,,,2488,,,5,5,22347.63
1810,MINI,Private person,2014,107770,Else,Petrol,"6,80",Automatic,1998,192,,4,3,14198.65
1811,Ford,Private person,2012,198000,White,Diesel,,,1997,,0.0,5,5,10135.44
1812,Suzuki,Private person,2006,77000,Green,Petrol,8,Manual,1328,85,0.0,4,3,6297.97
1813,Kia,Private person,2015,120374,Else,Diesel,4,Manual,1582,110,,5,5,10135.44
1814,Volkswagen,Private person,2017,239000,Else,,5,,1968,,,5,5,13882.62
1815,Skoda,Private person,2020,119300,Else,Diesel,5,,1968,,,5,5,31128.67
1816,Mercedes-Benz,Company,2014,160800,White,Petrol,,Automatic,4663,456,0.0,4,2,74469.53
1817,BMW,Private person,2009,214530,White,,7,,1995,,,5,5,5846.5
1818,Audi,Private person,2019,76000,Black,Petrol,7,,1984,252,,5,5,26975.17
1819,Audi,Private person,2010,253000,Blue,Diesel,11,Automatic,2698,190,0.0,5,5,6975.17
1820,Opel,Private person,2014,156000,Black,Diesel,"6,40",,1956,,0.0,,5,10045.15
1821,Skoda,Private person,2011,108000,Else,Diesel,5,Manual,1598,105,0.0,5,5,4040.63
1822,Seat,Private person,2013,159300,Else,Petrol,6,Manual,1390,85,,5,5,6749.44
1823,Mercedes-Benz,Private person,2017,77000,Blue,Petrol,15,Automatic,5461,585,,7,5,79006.55
1824,BMW,Private person,2017,203000,Black,Diesel,5,Automatic,1995,163,0.0,5,5,16365.69
1825,Audi,Private person,2010,225000,Gray,,"6,10",,1968,,,,5,11264.11
1826,Toyota,Private person,2014,104400,Red,Petrol,5,Manual,998,69,0.0,5,5,8103.84
1827,Seat,Private person,2010,239000,Black,Diesel,"4,60",Manual,1598,105,0.0,5,5,4266.37
1828,Honda,Private person,2004,212000,Blue,Petrol,,,1396,,,5,5,1805.64
1829,Volkswagen,Private person,2020,149971,Gray,Petrol,,Automatic,1498,150,0.0,5,5,15801.35
1830,Ford,Private person,2020,27000,Else,Petrol,,,1499,182,,5,5,19841.99
1831,BMW,Private person,2022,1900,Black,Diesel,,Automatic,2993,340,0.0,5,,118510.16
1832,Mercedes-Benz,Company,2015,85000,Gray,Petrol,,Automatic,4663,455,0.0,5,4,63656.88
1833,BMW,Private person,2007,279000,Black,Diesel,8,Manual,1995,163,0.0,5,5,5846.5
1834,Opel,Company,2019,168000,Else,Diesel,5,Manual,1598,136,0.0,5,5,16230.25
1835,BMW,Private person,2008,299000,Else,Diesel,6,Manual,1995,177,0.0,5,5,4492.1
1836,Seat,Private person,2010,240000,Else,Petrol,11,Manual,1781,150,0.0,5,5,5395.03
1837,Renault,Private person,2018,80000,Gray,Diesel,5,Automatic,1598,130,,5,5,17449.21
1838,Mercedes-Benz,Private person,2010,170000,Brown,Petrol,8,Manual,1699,116,0.0,5,5,4943.57
1839,Audi,Private person,2017,63637,White,Petrol,7,,1984,252,,5,4,20316.03
1840,BMW,Private person,2000,327700,Silver,Diesel,7,,1951,,,5,5,1783.3
1841,Peugeot,Private person,2015,183000,Else,Diesel,"5,20",Manual,1560,115,,5,5,9995.49
1842,BMW,Private person,2000,260000,Black,Petrol+LPG,,,3498,245,0.0,5,4,9480.81
1843,Volkswagen,Private person,2006,367000,Blue,Diesel,7,Manual,1896,105,,5,5,2911.96
1844,BMW,Company,2022,1,Gray,Hybrid,,Automatic,1998,184,0.0,5,5,78781.04
1845,Toyota,Private person,2000,254000,Blue,Petrol,12,Manual,1796,192,0.0,4,3,6320.54
1846,BMW,Private person,2022,2400,White,Petrol,"7,80",,1998,252,,5,5,53724.6
1847,Mitsubishi,Private person,2014,124000,Green,,,,,,,,5,4018.06
1848,Toyota,Private person,2013,170000,Black,Petrol,,Automatic,1987,152,0.0,5,5,16252.82
1849,Audi,Private person,2003,224489,Gray,Petrol+LPG,17,Automatic,4172,334,0.0,5,4,5868.85
1850,Nissan,Private person,2014,160277,Gray,Diesel,"5,50",,1598,130,0.0,5,5,12573.36
1851,Audi,Private person,2011,128000,Blue,Petrol,9,Manual,1984,211,0.0,5,5,10586.91
1852,Porsche,Company,2015,72000,White,Petrol,,Automatic,4806,440,0.0,4,5,84650.11
1853,Chevrolet,Company,2018,11000,Black,Petrol,,Automatic,6162,432,0.0,4,2,77878.1
1854,LandRover,Company,2019,35000,Gray,Petrol,,Automatic,4999,525,0.0,5,5,147855.53
1855,Porsche,Company,2017,69531,Black,Diesel,,Automatic,2967,258,0.0,5,5,63656.88
1856,BMW,Company,2008,188000,Else,Petrol,"12,80",,2979,306,,4,2,16929.8
1857,LandRover,Company,2013,161000,Black,Diesel,9,,2993,255,,5,5,22573.14
1858,Audi,Private person,2021,84265,Blue,Diesel,,Automatic,1968,204,0.0,5,5,62471.78
1859,Volkswagen,Private person,2017,58000,Else,Petrol,,Manual,1395,150,0.0,7,5,20993.23
1860,Mercedes-Benz,Private person,2020,38500,Black,Petrol,,Automatic,1332,163,0.0,,,38600.45
1861,Seat,Private person,2013,198000,White,Diesel,"5,40",,1968,,,5,5,10812.64
1862,Volkswagen,Private person,2010,183200,Black,Diesel,,,1598,,,5,5,6523.7
1863,Volkswagen,Private person,2008,176000,Black,Petrol,10,Automatic,1984,200,0.0,4,3,8781.04
1864,Renault,Private person,2009,218000,Else,Petrol,7,,1149,,,5,4,1986.46
1865,Mercedes-Benz,Private person,2020,16500,Gray,Hybrid,,Automatic,1950,194,0.0,5,5,53160.27
1866,BMW,Private person,2011,258402,Black,Diesel,7,,2993,,0.0,5,4,7878.1
1867,Toyota,Private person,2016,92726,Black,Diesel,5,,1995,143,,5,4,16455.98
1868,Volkswagen,Private person,2006,267000,Blue,Diesel,7,,1896,105,0.0,7,5,3611.51
1869,BMW,Private person,2015,225600,Gray,Diesel,7,,2993,,,5,5,40564.33
1870,Mercedes-Benz,Private person,2007,241077,Black,Petrol,22,Automatic,6208,525,0.0,5,4,22573.14
1871,Opel,Private person,2011,112000,Else,Diesel,6,Manual,1686,130,0.0,5,5,6523.7
1872,BMW,Private person,2019,44000,White,Petrol,,Automatic,2998,340,0.0,2,2,55252.82
1873,Audi,Private person,2009,192000,Silver,Diesel,7,,1968,140,,5,5,7652.37
1874,Volkswagen,Private person,2010,186000,Else,Diesel,6,,1968,,,5,5,6523.7
1875,BMW,Private person,2017,160000,Else,Diesel,7,,2993,313,,5,5,40632.05
1876,Hyundai,Private person,2014,99970,White,Diesel,7,Manual,1995,184,,5,5,13069.98
1877,Opel,Private person,2018,110000,Gray,Petrol,9,Automatic,1364,140,0.0,7,5,17494.36
1878,Opel,Private person,2008,115000,Else,Petrol,"7,70",Manual,1229,80,0.0,5,5,3609.48
1879,Volvo,Private person,1998,276622,Gray,Petrol+LPG,14,,2435,193,0.0,5,5,3205.42
1880,Hyundai,Company,2017,113000,Red,Petrol,,Manual,1591,177,0.0,5,5,17830.7
1881,Volkswagen,Private person,2021,3588,Claret,Diesel,6,,1968,122,0.0,5,5,29322.8
1882,Porsche,Private person,2016,142212,Silver,Petrol,12,,3598,,,5,5,40225.73
1883,Skoda,Company,2015,145000,Black,Diesel,,Manual,1968,184,0.0,5,5,15778.78
1884,Audi,Private person,2015,147250,Else,Petrol,,,1984,,,5,5,15620.77
1885,Ford,Private person,2012,249000,Black,,6,,1997,,,,5,6738.15
1886,Renault,Private person,2011,358000,Else,Diesel,"8,80",,1995,173,0.0,7,5,5349.89
1887,Audi,Private person,2006,231373,Black,Petrol,9,Manual,1595,102,0.0,5,5,4514.45
1888,BMW,Private person,2004,259000,Black,Petrol+LPG,13,,2494,192,,5,4,5169.3
1889,Audi,Private person,2020,44000,Black,Petrol,,Automatic,1984,265,,5,4,53031.6
1890,Kia,Private person,2020,16000,Gray,Petrol,,,3800,295,,8,5,31376.98
1891,BMW,Company,2019,62650,Silver,Diesel,,Automatic,1995,190,0.0,4,2,36094.81
1892,Mercedes-Benz,Private person,2010,267000,Black,Petrol,"16,80",Automatic,5461,387,0.0,5,4,27765.24
1893,Kia,Private person,2014,92697,Silver,Petrol,"6,30",,1248,85,0.0,5,5,7900.45
1894,Volkswagen,Private person,2012,167000,Black,,"6,70",,1968,,,,5,7336.34
1895,BMW,Company,2022,1,White,Diesel,,Automatic,1995,190,0.0,5,5,57110.61
1896,Seat,Company,2003,339000,Blue,Diesel,8,Manual,1896,130,,7,5,2392.78
1897,Ford,Private person,2004,265000,Green,Diesel,7,Manual,1998,130,0.0,5,5,1896.16
1898,Ford,Private person,2012,192000,Blue,Diesel,"6,10",Manual,1998,140,0.0,5,5,5981.94
1899,Opel,Private person,2016,200000,Blue,Diesel,"6,70",Automatic,1956,170,0.0,5,5,9909.71
1900,MINI,Company,2018,59950,Gray,Petrol,,Automatic,1998,192,0.0,4,3,22550.79
1901,Opel,Private person,2014,201000,White,Diesel,"4,60",,1686,110,,5,5,5282.17
1902,Opel,Private person,2009,149353,White,Petrol,"7,30",,998,60,0.0,5,3,2009.03
1903,BMW,Private person,2011,290806,Gray,Diesel,"5,90",Automatic,1995,184,0.0,5,5,12076.75
1904,Toyota,Private person,2010,145745,White,Petrol,"7,20",Manual,1329,99,0.0,5,5,6072.23
1905,MINI,Company,2021,51000,Green,Petrol,,Automatic,1499,136,0.0,5,,29322.8
1906,Renault,Private person,2013,98106,Red,Diesel,"4,30",,1461,90,,5,5,7200.9
1907,Opel,Private person,2013,171000,Silver,Diesel,5,,1686,110,0.0,5,5,5507.9
1908,Ford,Private person,2008,230000,Else,Diesel,"6,10",Manual,1997,140,0.0,5,5,4469.53
1909,Mercedes-Benz,Private person,2009,206807,Black,Petrol,11,Automatic,1796,163,0.0,5,4,6207.67
1910,BMW,Private person,2017,59500,Brown,Hybrid,,,1998,258,0.0,5,4,50564.33
1911,BMW,Company,2021,26650,White,Diesel,,Automatic,1995,150,0.0,5,4,45124.15
1912,Kia,Private person,2019,45240,Black,Petrol,,Manual,1591,204,0.0,5,,24830.7
1913,Citroën,Private person,2015,113500,Silver,Petrol,5,Manual,1199,82,0.0,5,5,7200.9
1914,BMW,Company,2021,23550,Black,Diesel,,Automatic,1995,190,0.0,5,4,36094.81
1915,Audi,Private person,2021,11000,Black,Petrol,9,,1984,265,,5,5,49209.93
1916,BMW,Company,2019,78500,White,Diesel,,Automatic,1995,190,0.0,5,4,36094.81
1917,BMW,Company,2021,19300,Gray,Petrol,,Automatic,1998,184,0.0,5,5,54153.5
1918,Jeep,Private person,2017,150000,White,Petrol,19,,5654,352,,5,5,31455.98
1919,Volkswagen,Private person,2000,160000,Blue,,7,,999,,,4,3,880.36
1920,Hyundai,Private person,2017,112000,White,Petrol,9,,1591,,,,5,16365.69
1921,Toyota,Private person,2020,23100,Red,,,,2998,,,4,2,23024.6
1922,BMW,Company,2020,8600,Black,Petrol,,Automatic,1499,140,0.0,5,5,31580.14
1923,BMW,Company,2019,107200,Black,Diesel,,Automatic,2993,265,0.0,5,5,63182.84
1924,Audi,Private person,2014,150000,Black,Petrol,10,Automatic,2995,310,,5,4,21557.56
1925,BMW,Company,2018,32200,Silver,Diesel,,Automatic,1995,190,0.0,5,5,38352.14
1926,BMW,Company,2018,114900,Black,Diesel,,Automatic,1995,190,0.0,5,5,38352.14
1927,BMW,Company,2019,107200,Blue,Petrol,,Automatic,1998,252,0.0,5,5,45124.15
1928,Fiat,Company,2019,14000,Else,Petrol,,Manual,1242,69,0.0,4,3,13521.44
1929,Kia,Company,2022,2800,White,Hybrid,,Automatic,1580,105,0.0,5,5,32934.54
1930,Nissan,Private person,2018,63000,Black,Petrol,"7,10",Manual,1197,115,,5,5,14108.35
1931,BMW,Private person,2012,265000,Black,Diesel,,,2993,,,5,4,19164.79
1932,BMW,Private person,2019,11000,Gray,Petrol,6,,1499,136,,5,5,17832.96
